pid	adid	relevance	like	dislike
61648bb6ad1eceeee2c056ee	23848410672400502	2	I trust the advertiser.;It is clear what product the ad is selling.;I trust the ad, it looks authentic or trustworthy.	It is irrelevant to me, or doesn’t contain interesting information.
61648bb6ad1eceeee2c056ee	23849469181690523	2	It is well designed or eye-catching.;The content is engaging, clever or amusing.	I find the ad pushy or it causes me to feel anxious.;It is irrelevant to me, or doesn’t contain interesting information.
61648bb6ad1eceeee2c056ee	6243617057562	2	I trust the advertiser.;It clearly looks like an ad and can be filtered out.;It is clear what product the ad is selling.	It is irrelevant to me, or doesn’t contain interesting information.;I do not like the design of the ad.
61648bb6ad1eceeee2c056ee	23848063364160608	4	It is clear what product the ad is selling.;I trust the advertiser.;I am interested in what is being advertised.	I do not dislike this ad.
61648bb6ad1eceeee2c056ee	23849515602770449	1	I do not like this ad.	I cannot tell what is being advertised.;It is irrelevant to me, or doesn’t contain interesting information.
61648bb6ad1eceeee2c056ee	23848764144270370	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.;I cannot tell what is being advertised.
5c8be0dd542fbd0016924f5f	23850045518320396	2	I do not like this ad.	It contains clickbait, sensationalized, or shocking content.;I do not like the design of the ad.;I cannot tell what is being advertised.
5c8be0dd542fbd0016924f5f	6270542295361	2	I trust the advertiser.;It is clear what product the ad is selling.	It is irrelevant to me, or doesn’t contain interesting information.
5c8be0dd542fbd0016924f5f	23848422430180140	4	I am interested in what is being advertised.;It is clear what product the ad is selling.;The content is engaging, clever or amusing.	I do not dislike this ad.
5c8be0dd542fbd0016924f5f	23848938193600633	4	The content is engaging, clever or amusing.;It is well designed or eye-catching.;I am interested in what is being advertised.;It is clear what product the ad is selling.	I do not dislike this ad.
5c8be0dd542fbd0016924f5f	23847640308820188	4	I am interested in what is being advertised.	I do not like the design of the ad.
5c8be0dd542fbd0016924f5f	6270542292761	2	I am interested in what is being advertised.;It is clear what product the ad is selling.;It is well designed or eye-catching.	It is irrelevant to me, or doesn’t contain interesting information.
5c8be0dd542fbd0016924f5f	23848465393240383	1	I do not like this ad.	I find the ad pushy or it causes me to feel anxious.;I do not trust this ad, it seems like a scam.;I dislike the advertiser.;It is irrelevant to me, or doesn’t contain interesting information.
5c8be0dd542fbd0016924f5f	6270542472361	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
5c8be0dd542fbd0016924f5f	6260600232272	4	I trust the ad, it looks authentic or trustworthy.;It is useful, interesting, or informative.;It is clear what product the ad is selling.;It is well designed or eye-catching.	I do not dislike this ad.
5c8be0dd542fbd0016924f5f	6272581839986	4	It is well designed or eye-catching.;I trust the ad, it looks authentic or trustworthy.;I am interested in what is being advertised.;It is clear what product the ad is selling.;I trust the advertiser.	I do not dislike this ad.
5c8be0dd542fbd0016924f5f	6283951373619	5	It is well designed or eye-catching.;The content is engaging, clever or amusing.;I trust the ad, it looks authentic or trustworthy.;It is useful, interesting, or informative.;I am interested in what is being advertised.;I trust the advertiser.	I do not dislike this ad.
5c8be0dd542fbd0016924f5f	23849619170870225	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.;I find the content uncomfortable, offensive, or repulsive.;It contains clickbait, sensationalized, or shocking content.;I do not like the design of the ad.
5c8be0dd542fbd0016924f5f	6249683861963	5	It is well designed or eye-catching.;The content is engaging, clever or amusing.;I trust the ad, it looks authentic or trustworthy.;I trust the advertiser.;I am interested in what is being advertised.	I do not dislike this ad.
5c8be0dd542fbd0016924f5f	6247779963163	4	It is well designed or eye-catching.;The content is engaging, clever or amusing.;I trust the ad, it looks authentic or trustworthy.;I trust the advertiser.;It is useful, interesting, or informative.	I do not dislike this ad.
5c8be0dd542fbd0016924f5f	23849327217830561	4	I am interested in what is being advertised.	I do not like the design of the ad.;I find the ad pushy or it causes me to feel anxious.
5c8be0dd542fbd0016924f5f	23849291708660561	4	It is clear what product the ad is selling.;I trust the ad, it looks authentic or trustworthy.;It is useful, interesting, or informative.	I do not like the design of the ad.
5f786ddd6f28d63e71e631b6	23849474511480281	4	It is well designed or eye-catching.;I am interested in what is being advertised.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	23849008282910264	1	It clearly looks like an ad and can be filtered out.	I cannot tell what is being advertised.
5f786ddd6f28d63e71e631b6	6302941855070	4	I am interested in what is being advertised.	I do not like the design of the ad.
5f786ddd6f28d63e71e631b6	23849271500340400	4	I am interested in what is being advertised.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	23849703764180579	2	It is well designed or eye-catching.	I cannot tell what is being advertised.
5f786ddd6f28d63e71e631b6	6268243713538	1	It clearly looks like an ad and can be filtered out.	I cannot tell what is being advertised.;It is irrelevant to me, or doesn’t contain interesting information.
5f786ddd6f28d63e71e631b6	23849403266570237	2	It clearly looks like an ad and can be filtered out.	I find the ad pushy or it causes me to feel anxious.;I do not trust this ad, it seems like a scam.;It is irrelevant to me, or doesn’t contain interesting information.
5f786ddd6f28d63e71e631b6	23849709352530320	3	It clearly looks like an ad and can be filtered out.	I dislike the political nature of the ad.;I dislike the advertiser.;I find the ad pushy or it causes me to feel anxious.;I dislike the type of product being advertised.;I find the content uncomfortable, offensive, or repulsive.;I do not trust this ad, it seems like a scam.
5f786ddd6f28d63e71e631b6	23849363016740210	4	I am interested in what is being advertised.;I trust the ad, it looks authentic or trustworthy.;It is well designed or eye-catching.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	6265886384904	1	It is clear what product the ad is selling.	It is irrelevant to me, or doesn’t contain interesting information.
5f786ddd6f28d63e71e631b6	23848852671650314	3	It is well designed or eye-catching.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	23848759843220626	4	It is clear what product the ad is selling.;It is well designed or eye-catching.;I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	23849496079750031	2	It clearly looks like an ad and can be filtered out.	I cannot tell what is being advertised.
5f786ddd6f28d63e71e631b6	23849337174900759	2	It is well designed or eye-catching.	It is irrelevant to me, or doesn’t contain interesting information.
5f786ddd6f28d63e71e631b6	23848963995740170	4	It is well designed or eye-catching.;It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	23849025367730329	4	I am interested in what is being advertised.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	23848644954020622	2	It is well designed or eye-catching.	I find the ad pushy or it causes me to feel anxious.;It is irrelevant to me, or doesn’t contain interesting information.
5f786ddd6f28d63e71e631b6	23849846069640716	5	I trust the advertiser.;It is useful, interesting, or informative.;It is well designed or eye-catching.;The content is engaging, clever or amusing.;It is clear what product the ad is selling.;I am interested in what is being advertised.;I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	6259676720643	2	It is well designed or eye-catching.	I find the ad pushy or it causes me to feel anxious.;I cannot tell what is being advertised.;It contains clickbait, sensationalized, or shocking content.
5f786ddd6f28d63e71e631b6	6262597405435	2	I do not like this ad.;It clearly looks like an ad and can be filtered out.	I find the ad pushy or it causes me to feel anxious.;It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.
5f786ddd6f28d63e71e631b6	23849008256710264	1	I do not like this ad.	I cannot tell what is being advertised.;I do not like the design of the ad.
5f786ddd6f28d63e71e631b6	23849692463590031	2	It clearly looks like an ad and can be filtered out.	It is irrelevant to me, or doesn’t contain interesting information.;I cannot tell what is being advertised.
5f786ddd6f28d63e71e631b6	23848930214270355	4	I trust the advertiser.;It is useful, interesting, or informative.;It is well designed or eye-catching.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	6266375360769	1	It is clear what product the ad is selling.	I dislike the political nature of the ad.
5f786ddd6f28d63e71e631b6	23849002785500409	2	I do not like this ad.	I cannot tell what is being advertised.
5f786ddd6f28d63e71e631b6	23849413713010707	3	It clearly looks like an ad and can be filtered out.	I cannot tell what is being advertised.
5f786ddd6f28d63e71e631b6	23849506738400266	3	I am interested in what is being advertised.	I do not dislike this ad.
5f786ddd6f28d63e71e631b6	23849440787470237	1	It clearly looks like an ad and can be filtered out.	I cannot tell what is being advertised.
5f786ddd6f28d63e71e631b6	23845925341070346	3	I am interested in what is being advertised.	I do not like the design of the ad.
5f786ddd6f28d63e71e631b6	23850163213730396	4	I am interested in what is being advertised.;It is well designed or eye-catching.;The content is engaging, clever or amusing.	I do not dislike this ad.
6108649840bf2b927ef3905c	23848856849710101	1	It clearly looks like an ad and can be filtered out.	I find the content uncomfortable, offensive, or repulsive.;It is irrelevant to me, or doesn’t contain interesting information.;I do not like the design of the ad.
6108649840bf2b927ef3905c	6248167349051	1	I do not like this ad.	I find the ad pushy or it causes me to feel anxious.;It is irrelevant to me, or doesn’t contain interesting information.;It contains clickbait, sensationalized, or shocking content.
6108649840bf2b927ef3905c	23848370055210552	2	It clearly looks like an ad and can be filtered out.	I do not trust this ad, it seems like a scam.;It is irrelevant to me, or doesn’t contain interesting information.;It contains clickbait, sensationalized, or shocking content.
6108649840bf2b927ef3905c	23849600946780320	3	It is clear what product the ad is selling.	I do not dislike this ad.
6108649840bf2b927ef3905c	23847263126270460	3	It clearly looks like an ad and can be filtered out.;I do not like this ad.	I find the ad pushy or it causes me to feel anxious.;I do not like the design of the ad.
6108649840bf2b927ef3905c	23848654036030552	1	It clearly looks like an ad and can be filtered out.	It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.;It is irrelevant to me, or doesn’t contain interesting information.;I find the ad pushy or it causes me to feel anxious.
6108649840bf2b927ef3905c	6276718844601	1	I do not like this ad.	I dislike the advertiser.;I do not trust this ad, it seems like a scam.;It is irrelevant to me, or doesn’t contain interesting information.;I find the ad pushy or it causes me to feel anxious.;It contains clickbait, sensationalized, or shocking content.;I do not like the design of the ad.
6108649840bf2b927ef3905c	23849049005050455	1	I do not like this ad.	I dislike the advertiser.;I do not trust this ad, it seems like a scam.;It contains clickbait, sensationalized, or shocking content.;I do not like the design of the ad.
6108649840bf2b927ef3905c	23849493380780681	5	I am interested in what is being advertised.;It is useful, interesting, or informative.;It is well designed or eye-catching.	I do not dislike this ad.
6108649840bf2b927ef3905c	23849550340360320	4	It is useful, interesting, or informative.	I do not dislike this ad.
6108649840bf2b927ef3905c	6276718029201	2	I do not like this ad.	I do not trust this ad, it seems like a scam.;It contains clickbait, sensationalized, or shocking content.
6108649840bf2b927ef3905c	23847263126170460	3	It clearly looks like an ad and can be filtered out.;I do not like this ad.	I do not like the design of the ad.
6108649840bf2b927ef3905c	6277425501001	1	It clearly looks like an ad and can be filtered out.	It contains clickbait, sensationalized, or shocking content.;It is irrelevant to me, or doesn’t contain interesting information.
6108649840bf2b927ef3905c	6252919297001	1	I do not like this ad.	It contains clickbait, sensationalized, or shocking content.;I do not like the design of the ad.
6108649840bf2b927ef3905c	6269474425564	3	It is clear what product the ad is selling.	I do not dislike this ad.
6108649840bf2b927ef3905c	23849101721470084	1	I do not like this ad.	I dislike the advertiser.;I dislike the type of product being advertised.;It is irrelevant to me, or doesn’t contain interesting information.
6108649840bf2b927ef3905c	6265676278569	2	It clearly looks like an ad and can be filtered out.	It is irrelevant to me, or doesn’t contain interesting information.;I do not like the design of the ad.
6108649840bf2b927ef3905c	23849406736710781	4	It is useful, interesting, or informative.;I am interested in what is being advertised.;I trust the advertiser.	I do not dislike this ad.
6108649840bf2b927ef3905c	6251575313758	1	It is clear what product the ad is selling.	I do not dislike this ad.
6108649840bf2b927ef3905c	23849653479710681	5	It is useful, interesting, or informative.;I trust the ad, it looks authentic or trustworthy.;It is well designed or eye-catching.;I am interested in what is being advertised.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	6273427272568	4	I do not like this ad.;It clearly looks like an ad and can be filtered out.	I do not trust this ad, it seems like a scam.;I dislike the advertiser.
6107ae1b4c627841741dd5e8	23849490252140449	1	It clearly looks like an ad and can be filtered out.;I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.;It contains clickbait, sensationalized, or shocking content.;I dislike the advertiser.;I dislike the type of product being advertised.;I do not trust this ad, it seems like a scam.
6107ae1b4c627841741dd5e8	23848769268570139	2	It clearly looks like an ad and can be filtered out.	It is irrelevant to me, or doesn’t contain interesting information.;I do not trust this ad, it seems like a scam.
6107ae1b4c627841741dd5e8	23849096530380603	2	It clearly looks like an ad and can be filtered out.	I do not trust this ad, it seems like a scam.;It is irrelevant to me, or doesn’t contain interesting information.
6107ae1b4c627841741dd5e8	23849477436850714	4	I do not like this ad.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	23849507554400005	4	It is useful, interesting, or informative.;It clearly looks like an ad and can be filtered out.	I do not like the design of the ad.
6107ae1b4c627841741dd5e8	6273427154968	4	It clearly looks like an ad and can be filtered out.;I do not like this ad.	I dislike the advertiser.
6107ae1b4c627841741dd5e8	23849958344520318	5	I am interested in what is being advertised.;It is useful, interesting, or informative.;It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	6256586099736	4	I am interested in what is being advertised.;It is clear what product the ad is selling.;I trust the advertiser.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	23849441672720413	4	It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	23849222027050309	2	It clearly looks like an ad and can be filtered out.	It is irrelevant to me, or doesn’t contain interesting information.
6107ae1b4c627841741dd5e8	23848843296740228	4	I am interested in what is being advertised.;It is useful, interesting, or informative.	I do not trust this ad, it seems like a scam.
6107ae1b4c627841741dd5e8	6274838676619	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.;I do not like the design of the ad.;I do not trust this ad, it seems like a scam.
6107ae1b4c627841741dd5e8	23848969446880232	4	I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.	I do not trust this ad, it seems like a scam.
6107ae1b4c627841741dd5e8	23849040160220409	3	I do not like this ad.	I cannot tell what is being advertised.
6107ae1b4c627841741dd5e8	23849640295570209	4	I am interested in what is being advertised.;It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	23849143092550180	4	I am interested in what is being advertised.;It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	6242765378576	4	I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.;It is clear what product the ad is selling.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	23849602098760230	2	It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.	I do not trust this ad, it seems like a scam.
6107ae1b4c627841741dd5e8	23849640701400391	2	It clearly looks like an ad and can be filtered out.	It is irrelevant to me, or doesn’t contain interesting information.
6107ae1b4c627841741dd5e8	23849640311880209	4	I am interested in what is being advertised.;It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	23849242496320027	4	I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.;It is clear what product the ad is selling.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	6257266805768	4	I do not like this ad.	I dislike the advertiser.
6107ae1b4c627841741dd5e8	6268555114015	2	It is clear what product the ad is selling.	It is irrelevant to me, or doesn’t contain interesting information.
6107ae1b4c627841741dd5e8	23849225505390757	3	It clearly looks like an ad and can be filtered out.	I cannot tell what is being advertised.
6107ae1b4c627841741dd5e8	23849406662300714	2	It clearly looks like an ad and can be filtered out.	I dislike the type of product being advertised.
6107ae1b4c627841741dd5e8	23849555980210105	2	It is well designed or eye-catching.;It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.	It is irrelevant to me, or doesn’t contain interesting information.;I do not trust this ad, it seems like a scam.
6107ae1b4c627841741dd5e8	6260892617736	4	I am interested in what is being advertised.;It is clear what product the ad is selling.;I trust the advertiser.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	6260131059736	4	I am interested in what is being advertised.;It is clear what product the ad is selling.;I trust the advertiser.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	23849555979240105	2	It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.;It is well designed or eye-catching.	I do not trust this ad, it seems like a scam.
5c80c02f8740a300165833bc	6258117916699	4	I trust the advertiser.;I trust the ad, it looks authentic or trustworthy.;It is clear what product the ad is selling.	I do not dislike this ad.
5c80c02f8740a300165833bc	23848143695010321	4	I am interested in what is being advertised.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849021688640018	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849626558950411	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849087035550218	4	I trust the advertiser.;The content is engaging, clever or amusing.;I am interested in what is being advertised.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849466563740714	4	I trust the advertiser.	I do not dislike this ad.
5c80c02f8740a300165833bc	6294622277120	4	I trust the advertiser.;It is well designed or eye-catching.;I am interested in what is being advertised.	I do not dislike this ad.
5c80c02f8740a300165833bc	6289405712409	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	6258121754642	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849236069810714	3	I trust the advertiser.	I do not dislike this ad.
5c80c02f8740a300165833bc	23848735139960345	4	I trust the advertiser.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849441672720413	4	I trust the advertiser.	I do not dislike this ad.
5c80c02f8740a300165833bc	23848918064600228	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849210397680346	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849205330250763	3	It is clear what product the ad is selling.	I do not dislike this ad.
5c80c02f8740a300165833bc	6271841116690	3	I trust the advertiser.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849666101610225	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849158125670232	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	23848969446880232	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	6310379045926	4	I trust the advertiser.;It is useful, interesting, or informative.;I am interested in what is being advertised.	I do not dislike this ad.
5c80c02f8740a300165833bc	6257803782699	4	I trust the advertiser.;It is useful, interesting, or informative.;I am interested in what is being advertised.;I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
5c80c02f8740a300165833bc	6312117487126	4	It is useful, interesting, or informative.;I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
5c80c02f8740a300165833bc	23850012893580342	4	I trust the advertiser.;It is useful, interesting, or informative.;I am interested in what is being advertised.;I trust the ad, it looks authentic or trustworthy.;It is clear what product the ad is selling.	I do not dislike this ad.
5c80c02f8740a300165833bc	23848672394190451	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	6250134726300	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	6248936062976	4	It is clear what product the ad is selling.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849224276330027	3	I trust the ad, it looks authentic or trustworthy.;I trust the advertiser.;I am interested in what is being advertised.	I do not dislike this ad.
5c80c02f8740a300165833bc	23848829748110571	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	23849666101500225	3	I do not like this ad.	I do not dislike this ad.
5c80c02f8740a300165833bc	6246568193077	4	I trust the advertiser.;It is useful, interesting, or informative.;I am interested in what is being advertised.	I do not dislike this ad.
5ea3310bf9c4f828f0c909c5	23849309675820210	1	It clearly looks like an ad and can be filtered out.	I do not like the design of the ad.;I cannot tell what is being advertised.
5ea3310bf9c4f828f0c909c5	6262001634860	1	I do not like this ad.	I do not like the design of the ad.;I cannot tell what is being advertised.
5ea3310bf9c4f828f0c909c5	6264251047429	4	It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not dislike this ad.
5ea3310bf9c4f828f0c909c5	6258117916699	4	It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not like the design of the ad.
5ea3310bf9c4f828f0c909c5	23848932296170045	4	It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.	I dislike the advertiser.;I do not trust this ad, it seems like a scam.
5ea3310bf9c4f828f0c909c5	6258090308699	4	It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.;It is clear what product the ad is selling.	I do not like the design of the ad.
5ea3310bf9c4f828f0c909c5	23849481224520523	5	It clearly looks like an ad and can be filtered out.;It is well designed or eye-catching.;It is useful, interesting, or informative.;It is clear what product the ad is selling.	I do not dislike this ad.
5ea3310bf9c4f828f0c909c5	6256617021136	1	It clearly looks like an ad and can be filtered out.;It is useful, interesting, or informative.	I do not like the design of the ad.;I dislike the type of product being advertised.
5ea3310bf9c4f828f0c909c5	23848193254170670	1	It clearly looks like an ad and can be filtered out.	I dislike the type of product being advertised.;I do not like the design of the ad.
5ea3310bf9c4f828f0c909c5	23848980165940316	5	I am interested in what is being advertised.;It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
5ea3310bf9c4f828f0c909c5	23849309676820210	1	I do not like this ad.	I do not like the design of the ad.;It is irrelevant to me, or doesn’t contain interesting information.
5ea3310bf9c4f828f0c909c5	6272629443666	4	It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not like the design of the ad.;I find the ad pushy or it causes me to feel anxious.
5ea3310bf9c4f828f0c909c5	6254237616202	4	It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.;It is useful, interesting, or informative.	I do not like the design of the ad.
5ea3310bf9c4f828f0c909c5	23849654751020129	4	It is clear what product the ad is selling.;I trust the advertiser.;It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.	I do not like the design of the ad.
5ea3310bf9c4f828f0c909c5	6270667606083	1	It is clear what product the ad is selling.;It is well designed or eye-catching.;It clearly looks like an ad and can be filtered out.	It is irrelevant to me, or doesn’t contain interesting information.
5ea3310bf9c4f828f0c909c5	23848715181760008	1	I do not like this ad.	I find the content uncomfortable, offensive, or repulsive.;I dislike the type of product being advertised.
5ea3310bf9c4f828f0c909c5	6268765427944	4	It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.;It is well designed or eye-catching.	I do not like the design of the ad.;It is irrelevant to me, or doesn’t contain interesting information.
5ea3310bf9c4f828f0c909c5	23848692144180277	5	It is well designed or eye-catching.;It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.	I do not dislike this ad.
5ea3310bf9c4f828f0c909c5	6265168305544	2	The content is engaging, clever or amusing.	I do not like the design of the ad.;I cannot tell what is being advertised.
5ea3310bf9c4f828f0c909c5	6248418735698	5	It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.;It is clear what product the ad is selling.	I do not like the design of the ad.
5ea3310bf9c4f828f0c909c5	23848444914210228	1	It clearly looks like an ad and can be filtered out.	I do not like the design of the ad.;I cannot tell what is being advertised.
5ea3310bf9c4f828f0c909c5	6257365593936	4	I trust the advertiser.;It clearly looks like an ad and can be filtered out.	I do not like the design of the ad.;It is irrelevant to me, or doesn’t contain interesting information.
5ea3310bf9c4f828f0c909c5	23849804602430543	4	The content is engaging, clever or amusing.;I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.;It is useful, interesting, or informative.	I do not like the design of the ad.;I do not trust this ad, it seems like a scam.
5ea3310bf9c4f828f0c909c5	6271183225744	2	The content is engaging, clever or amusing.	I do not like the design of the ad.
5ea3310bf9c4f828f0c909c5	23848748888970277	5	It is clear what product the ad is selling.;I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
5ea3310bf9c4f828f0c909c5	23849334861800484	5	It is clear what product the ad is selling.;I am interested in what is being advertised.;It is well designed or eye-catching.	I do not dislike this ad.
5ea3310bf9c4f828f0c909c5	23849026854580240	4	It is clear what product the ad is selling.;It is well designed or eye-catching.;I am interested in what is being advertised.	I do not trust this ad, it seems like a scam.
5ea3310bf9c4f828f0c909c5	6243160857294	1	I trust the advertiser.	It is irrelevant to me, or doesn’t contain interesting information.;I do not like the design of the ad.
5ea3310bf9c4f828f0c909c5	6253311758401	1	I do not like this ad.	It contains clickbait, sensationalized, or shocking content.;I do not like the design of the ad.;It is irrelevant to me, or doesn’t contain interesting information.;I do not trust this ad, it seems like a scam.
5ea3310bf9c4f828f0c909c5	6251579385367	5	It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not dislike this ad.
5f969b802a498b000aab2571	23849571428600548	4	I am interested in what is being advertised.	I do not dislike this ad.
5f969b802a498b000aab2571	23847917159720231	4	I am interested in what is being advertised.;I trust the advertiser.;I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
5f969b802a498b000aab2571	23849656587760272	2	It is clear what product the ad is selling.	I do not dislike this ad.
5f969b802a498b000aab2571	23849434309310541	4	I do not like this ad.	I dislike the advertiser.
5f969b802a498b000aab2571	23847917159860231	4	It is clear what product the ad is selling.;I trust the advertiser.;I am interested in what is being advertised.;It is useful, interesting, or informative.	I do not dislike this ad.
5f969b802a498b000aab2571	23849532121920513	4	It is clear what product the ad is selling.;I trust the advertiser.;I am interested in what is being advertised.	I do not dislike this ad.
5f969b802a498b000aab2571	23849794757230681	1	I do not like this ad.	I do not dislike this ad.
5f969b802a498b000aab2571	23849612730970006	4	I am interested in what is being advertised.	I do not dislike this ad.
5f969b802a498b000aab2571	23849145807720477	2	I trust the advertiser.	I do not dislike this ad.
5f969b802a498b000aab2571	23848476028600673	2	I do not like this ad.	I dislike the advertiser.
5f969b802a498b000aab2571	23849434572790545	1	I do not like this ad.	I do not dislike this ad.
5f969b802a498b000aab2571	23848922907430490	4	I trust the advertiser.;I am interested in what is being advertised.;It is well designed or eye-catching.;I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
5f969b802a498b000aab2571	23848744133700231	4	It is clear what product the ad is selling.;I trust the advertiser.;I trust the ad, it looks authentic or trustworthy.;I am interested in what is being advertised.	I do not dislike this ad.
5f969b802a498b000aab2571	23849134849920565	4	I trust the advertiser.;The content is engaging, clever or amusing.;I am interested in what is being advertised.;It is well designed or eye-catching.;I trust the ad, it looks authentic or trustworthy.;It is useful, interesting, or informative.	I do not dislike this ad.
5f969b802a498b000aab2571	6286062765645	2	I do not like this ad.	I cannot tell what is being advertised.
5f969b802a498b000aab2571	23849184927710504	4	I do not like this ad.	I do not like the design of the ad.;I cannot tell what is being advertised.
5f969b802a498b000aab2571	6277829446201	2	I do not like this ad.	I do not dislike this ad.
5f969b802a498b000aab2571	23849438052750061	2	I do not like this ad.	I dislike the advertiser.
5f969b802a498b000aab2571	6285888406551	4	It is clear what product the ad is selling.;I trust the advertiser.;I trust the ad, it looks authentic or trustworthy.;It is useful, interesting, or informative.	I do not dislike this ad.
5f969b802a498b000aab2571	23848859627110382	2	I do not like this ad.	I do not dislike this ad.
5f969b802a498b000aab2571	23849742608410672	4	I trust the advertiser.;I am interested in what is being advertised.	I do not dislike this ad.
5f969b802a498b000aab2571	23849971605890568	4	I do not like this ad.	I do not trust this ad, it seems like a scam.;I find the ad pushy or it causes me to feel anxious.;I do not like the design of the ad.;I dislike the type of product being advertised.
5f969b802a498b000aab2571	6300720412070	4	I trust the advertiser.;I am interested in what is being advertised.	I do not dislike this ad.
5f969b802a498b000aab2571	23849320325720321	4	I do not like this ad.	I do not trust this ad, it seems like a scam.;I find the ad pushy or it causes me to feel anxious.;I do not like the design of the ad.;I dislike the advertiser.
5f969b802a498b000aab2571	23849196902450220	4	I am interested in what is being advertised.	I do not dislike this ad.
5f969b802a498b000aab2571	23849287413590220	4	I am interested in what is being advertised.;I trust the advertiser.	I do not dislike this ad.
